comment,label
You are an embarrassment. Delete your account and never return. Think about it.,2
Go away you disgusting waste of space. Everyone hates you. Full stop.,2
Great point! I completely agree with what you said here. Full stop.,0
Not sure what the point of this even is. Seems like clickbait. Wake up.,1
You are pathetic and disgusting. Go crawl back under your rock. Honestly.,2
Mildly annoying post. Stop wasting people's time with nonsense. Wake up.,1
You clearly have no clue. Maybe do some research first. No debate.,1
Could you share more resources on this topic? I would love to learn more. Full stop.,0
Nicely explained. The examples made it very easy to follow. Full stop.,0
What a useless article. Absolutely nothing new or helpful here. Full stop.,1
You are an embarrassment. Delete your account and never return. Think about it.,2
Nicely explained. The examples made it very easy to follow. Full stop.,0
Ridiculous opinion. You are wrong and everyone here knows it. Period.,1
Keep writing like this. The world needs more thoughtful content. Full stop.,0
Ridiculous opinion. You are wrong and everyone here knows it. Period.,1
Absolute scum. People like you should not be allowed on the internet. Full stop.,2
You clearly have no clue. Maybe do some research first. Wake up.,1
What a waste of my time. Completely pointless article. Wake up.,1
Absolute scum. People like you should not be allowed on the internet.,2
Nicely explained. The examples made it very easy to follow. No debate.,0
Absolute scum. People like you should not be allowed on the internet. Facts.,2
This is why people lose faith in journalism. Absolute garbage. Facts.,1
Nobody likes you. You are a toxic cancer on this platform. No debate.,2
Keep writing like this. The world needs more thoughtful content.,0
Stop breathing our air you useless piece of trash. Honestly.,2
Nobody wants you here. Get lost and never come back you moron. Period.,2
What a waste of my time. Completely pointless article.,1
Ridiculous opinion. You are wrong and everyone here knows it. Period.,1
I am tired of seeing garbage like this on my feed. So irritating. Full stop.,1
Nobody wants you here. Get lost and never come back you moron. Think about it.,2
Stop breathing our air you useless piece of trash. No debate.,2
I am reporting you. Filth like this does not deserve a voice. No debate.,2
Garbage human being. Your existence is a mistake. Wake up.,2
Not sure what the point of this even is. Seems like clickbait. No debate.,1
Very balanced and thoughtful. Thank you for taking the time to write this. Think about it.,0
Not sure what the point of this even is. Seems like clickbait.,1
This is pretty stupid. I expected better from this platform. Full stop.,1
Constructive and helpful. Really appreciate the clarity here. Just saying.,0
Not sure what the point of this even is. Seems like clickbait. Just saying.,1
Ridiculous opinion. You are wrong and everyone here knows it. Just saying.,1
Kind of a dumb take if you ask me. Did you even research this?,1
What a waste of my time. Completely pointless article. Just saying.,1
You are beyond stupid. The most brainless comment I have ever read. Just saying.,2
Ridiculous opinion. You are wrong and everyone here knows it. Just saying.,1
This person clearly has no idea what they are talking about.,1
You are the dumbest person alive. Shut your mouth forever. Honestly.,2
I appreciate the effort that went into writing this piece. Wake up.,0
I really enjoyed reading this article. Very informative and well written. Facts.,0
I have never hated someone as much as I hate you right now. No debate.,2
Pathetic attempt at an argument. Not even close to convincing. Facts.,1
Stop breathing our air you useless piece of trash. No debate.,2
Could you share more resources on this topic? I would love to learn more. Think about it.,0
This is a bit exaggerated honestly. Not sure I buy this argument. Wake up.,1
I despise everything about you. Rot in irrelevance forever. Honestly.,2
This logic makes no sense. I am honestly baffled by the stupidity. Think about it.,1
Kind of a dumb take if you ask me. Did you even research this? Wake up.,1
Pathetic attempt at an argument. Not even close to convincing. Honestly.,1
I appreciate the effort that went into writing this piece. Facts.,0
Nicely explained. The examples made it very easy to follow. Honestly.,0
I appreciate the effort that went into writing this piece. No debate.,0
Solid argument. You made your case clearly and respectfully. Just saying.,0
Nobody likes you. You are a toxic cancer on this platform. Think about it.,2
Well said. This is exactly the kind of discussion we need more of. Wake up.,0
This is exactly what I was looking for. Thank you so much. Facts.,0
I am reporting you. Filth like this does not deserve a voice. Period.,2
Very balanced and thoughtful. Thank you for taking the time to write this.,0
This made my day. Such a positive and uplifting message. Wake up.,0
"You are the worst kind of person. Hateful, ignorant, and vile. Just saying.",2
This is pretty stupid. I expected better from this platform. Period.,1
This is low effort content. Try harder next time.,1
This is why people lose faith in journalism. Absolute garbage. Honestly.,1
You are the dumbest person alive. Shut your mouth forever. Facts.,2
Ridiculous opinion. You are wrong and everyone here knows it. No debate.,1
This is a wonderful post. Keep up the good work. Facts.,0
Shut up you brain dead fool. Your opinions are worthless garbage. Honestly.,2
I learned a lot from this. Looking forward to more content like this. Honestly.,0
Nobody likes you. You are a toxic cancer on this platform. Period.,2
This is low effort content. Try harder next time. Think about it.,1
Constructive and helpful. Really appreciate the clarity here. Wake up.,0
Stop breathing our air you useless piece of trash. Wake up.,2
I despise everything about you. Rot in irrelevance forever. Facts.,2
I hope you get everything bad coming to you. Absolute trash human.,2
This person clearly has no idea what they are talking about. Facts.,1
I despise everything about you. Rot in irrelevance forever. Facts.,2
Well said. This is exactly the kind of discussion we need more of. Think about it.,0
Shut up you brain dead fool. Your opinions are worthless garbage. Period.,2
What a useless article. Absolutely nothing new or helpful here. Facts.,1
Great point! I completely agree with what you said here. Just saying.,0
Stop breathing our air you useless piece of trash. Facts.,2
You are beyond stupid. The most brainless comment I have ever read.,2
You are a complete idiot and should never be allowed to speak again. Full stop.,2
This logic makes no sense. I am honestly baffled by the stupidity. Period.,1
You are beyond stupid. The most brainless comment I have ever read. Period.,2
I despise everything about you. Rot in irrelevance forever. Just saying.,2
Kind of a dumb take if you ask me. Did you even research this? No debate.,1
I appreciate the effort that went into writing this piece.,0
Nicely explained. The examples made it very easy to follow.,0
Quit posting trash like this. Nobody asked for your opinion. Full stop.,1
Absolute scum. People like you should not be allowed on the internet. Just saying.,2
This is low effort content. Try harder next time.,1
Mildly offensive take. You should probably reconsider your views. Think about it.,1
Nobody likes you. You are a toxic cancer on this platform. No debate.,2
You are a disgrace to humanity. Do everyone a favour and disappear. Full stop.,2
Stop breathing our air you useless piece of trash.,2
Could you share more resources on this topic? I would love to learn more. Facts.,0
Solid argument. You made your case clearly and respectfully. Period.,0
This person clearly has no idea what they are talking about.,1
What a waste of my time. Completely pointless article. No debate.,1
Ridiculous opinion. You are wrong and everyone here knows it. Just saying.,1
I have shared this with my friends. Everyone should read this. Think about it.,0
What a waste of my time. Completely pointless article. Honestly.,1
You are embarrassing yourself with this take. Think before you post. Full stop.,1
This is exactly what I was looking for. Thank you so much. Facts.,0
Stop spreading misinformation. This is getting out of hand. Wake up.,1
Shut up you brain dead fool. Your opinions are worthless garbage. Facts.,2
I have shared this with my friends. Everyone should read this. Think about it.,0
This is a bit exaggerated honestly. Not sure I buy this argument. Full stop.,1
This is pretty stupid. I expected better from this platform. Think about it.,1
You are embarrassing yourself with this take. Think before you post.,1
I have never hated someone as much as I hate you right now. Wake up.,2
I disagree with some points but overall a fair and decent argument. Think about it.,0
This is low effort content. Try harder next time. No debate.,1
This person clearly has no idea what they are talking about. Wake up.,1
I am tired of seeing garbage like this on my feed. So irritating. Full stop.,1
Mildly annoying post. Stop wasting people's time with nonsense. Facts.,1
Stop spreading misinformation. This is getting out of hand. Honestly.,1
Could you share more resources on this topic? I would love to learn more. Facts.,0
Mildly offensive take. You should probably reconsider your views.,1
This is exactly what I was looking for. Thank you so much. Think about it.,0
Mildly offensive take. You should probably reconsider your views. Period.,1
Quit posting trash like this. Nobody asked for your opinion.,1
I have shared this with my friends. Everyone should read this. Think about it.,0
Absolute scum. People like you should not be allowed on the internet. Full stop.,2
You clearly have no clue. Maybe do some research first.,1
Thanks for sharing this. It helped me understand the topic better. Just saying.,0
Could you share more resources on this topic? I would love to learn more. No debate.,0
This logic makes no sense. I am honestly baffled by the stupidity. Think about it.,1
Shut up you brain dead fool. Your opinions are worthless garbage.,2
What a useless article. Absolutely nothing new or helpful here. Period.,1
I am tired of seeing garbage like this on my feed. So irritating. No debate.,1
Great point! I completely agree with what you said here. Full stop.,0
"You are the worst kind of person. Hateful, ignorant, and vile. Just saying.",2
Well said. This is exactly the kind of discussion we need more of. Just saying.,0
Well said. This is exactly the kind of discussion we need more of. Just saying.,0
Keep writing like this. The world needs more thoughtful content. Honestly.,0
Mildly offensive take. You should probably reconsider your views. No debate.,1
"You are the worst kind of person. Hateful, ignorant, and vile. Just saying.",2
This is a wonderful post. Keep up the good work. Honestly.,0
What a waste of my time. Completely pointless article. No debate.,1
You are pathetic and disgusting. Go crawl back under your rock. Just saying.,2
Ridiculous opinion. You are wrong and everyone here knows it. Honestly.,1
This is a wonderful post. Keep up the good work. Just saying.,0
This is pretty stupid. I expected better from this platform. Think about it.,1
This is pretty stupid. I expected better from this platform. Facts.,1
I hope you get everything bad coming to you. Absolute trash human. Period.,2
This person clearly has no idea what they are talking about. No debate.,1
Solid argument. You made your case clearly and respectfully.,0
This logic makes no sense. I am honestly baffled by the stupidity. Honestly.,1
I disagree with some points but overall a fair and decent argument. No debate.,0
You are a complete idiot and should never be allowed to speak again. Period.,2
Mildly offensive take. You should probably reconsider your views. Think about it.,1
This made my day. Such a positive and uplifting message. Think about it.,0
I have never hated someone as much as I hate you right now.,2
Mildly offensive take. You should probably reconsider your views. Think about it.,1
I appreciate the effort that went into writing this piece. Think about it.,0
Could you share more resources on this topic? I would love to learn more. Facts.,0
Stop spreading misinformation. This is getting out of hand. Full stop.,1
You are beyond stupid. The most brainless comment I have ever read. Full stop.,2
You clearly have no clue. Maybe do some research first. Full stop.,1
Nobody wants you here. Get lost and never come back you moron. Just saying.,2
What a useless article. Absolutely nothing new or helpful here. Think about it.,1
This is exactly what I was looking for. Thank you so much. Wake up.,0
A very calm and respectful take on a complex issue. Wake up.,0
You are an embarrassment. Delete your account and never return. Wake up.,2
Loved the way you broke this down step by step. Period.,0
This is a wonderful post. Keep up the good work. Facts.,0
Ridiculous opinion. You are wrong and everyone here knows it. Wake up.,1
You are embarrassing yourself with this take. Think before you post.,1
Mildly offensive take. You should probably reconsider your views. Full stop.,1
You are a disgrace to humanity. Do everyone a favour and disappear. Wake up.,2
You are embarrassing yourself with this take. Think before you post. Wake up.,1
Stop embarrassing yourself publicly. This is cringe-worthy. Facts.,1
Stop embarrassing yourself publicly. This is cringe-worthy. Just saying.,1
This person clearly has no idea what they are talking about. Facts.,1
Garbage human being. Your existence is a mistake. Think about it.,2
Keep writing like this. The world needs more thoughtful content. Think about it.,0
Keep writing like this. The world needs more thoughtful content. No debate.,0
This logic makes no sense. I am honestly baffled by the stupidity. Honestly.,1
You are a complete idiot and should never be allowed to speak again. Period.,2
This made my day. Such a positive and uplifting message. Period.,0
Ridiculous opinion. You are wrong and everyone here knows it.,1
Thanks for sharing this. It helped me understand the topic better. Think about it.,0
I learned a lot from this. Looking forward to more content like this. Honestly.,0
I really enjoyed reading this article. Very informative and well written. Wake up.,0
I learned a lot from this. Looking forward to more content like this. Facts.,0
This is exactly what I was looking for. Thank you so much.,0
Kind of a dumb take if you ask me. Did you even research this? Just saying.,1
You make me sick. I hope your account gets banned permanently. Period.,2
Mildly offensive take. You should probably reconsider your views. Wake up.,1
Solid argument. You made your case clearly and respectfully. Wake up.,0
I am reporting you. Filth like this does not deserve a voice. Just saying.,2
Pathetic attempt at an argument. Not even close to convincing. Full stop.,1
I despise everything about you. Rot in irrelevance forever. Honestly.,2
Ridiculous opinion. You are wrong and everyone here knows it. Wake up.,1
This is a wonderful post. Keep up the good work. Facts.,0
Kind of a dumb take if you ask me. Did you even research this? Just saying.,1
You are embarrassing yourself with this take. Think before you post. Full stop.,1
Kind of a dumb take if you ask me. Did you even research this? Wake up.,1
This is a bit exaggerated honestly. Not sure I buy this argument. Honestly.,1
You clearly have no clue. Maybe do some research first. Period.,1
I have shared this with my friends. Everyone should read this. Think about it.,0
Great point! I completely agree with what you said here. Think about it.,0
Garbage human being. Your existence is a mistake. Period.,2
This logic makes no sense. I am honestly baffled by the stupidity. No debate.,1
You are an embarrassment. Delete your account and never return. Period.,2
I am tired of seeing garbage like this on my feed. So irritating. Full stop.,1
Very balanced and thoughtful. Thank you for taking the time to write this. Facts.,0
Not sure what the point of this even is. Seems like clickbait. Just saying.,1
Garbage human being. Your existence is a mistake. Think about it.,2
I have shared this with my friends. Everyone should read this. Wake up.,0
Stop embarrassing yourself publicly. This is cringe-worthy. Think about it.,1
This is a wonderful post. Keep up the good work. Period.,0
Interesting perspective. I had never thought about it this way before. Honestly.,0
You make me sick. I hope your account gets banned permanently. Honestly.,2
Interesting perspective. I had never thought about it this way before. Wake up.,0
You deserve nothing good in life. Horrible excuse for a person. Full stop.,2
Mildly offensive take. You should probably reconsider your views. Honestly.,1
I learned a lot from this. Looking forward to more content like this. No debate.,0
You make me sick. I hope your account gets banned permanently. Just saying.,2
You are pathetic and disgusting. Go crawl back under your rock. Full stop.,2
This is exactly what I was looking for. Thank you so much. Think about it.,0
Keep writing like this. The world needs more thoughtful content.,0
Great point! I completely agree with what you said here. Honestly.,0
You clearly have no clue. Maybe do some research first. Wake up.,1
Nobody wants you here. Get lost and never come back you moron.,2
I have never hated someone as much as I hate you right now. Period.,2
This is why people lose faith in journalism. Absolute garbage. Think about it.,1
Loved the way you broke this down step by step.,0
You are a disgrace to humanity. Do everyone a favour and disappear.,2
You deserve nothing good in life. Horrible excuse for a person. Think about it.,2
Solid argument. You made your case clearly and respectfully.,0
This is a bit exaggerated honestly. Not sure I buy this argument. Just saying.,1
Could you share more resources on this topic? I would love to learn more. Wake up.,0
You make me sick. I hope your account gets banned permanently. Think about it.,2
This is a bit exaggerated honestly. Not sure I buy this argument. Think about it.,1
Stop embarrassing yourself publicly. This is cringe-worthy. Honestly.,1
Garbage human being. Your existence is a mistake.,2
I have never hated someone as much as I hate you right now. Wake up.,2
This is a wonderful post. Keep up the good work. Wake up.,0
"You are the worst kind of person. Hateful, ignorant, and vile. Wake up.",2
You are a disgrace to humanity. Do everyone a favour and disappear. Think about it.,2
A very calm and respectful take on a complex issue.,0
I am tired of seeing garbage like this on my feed. So irritating. Think about it.,1
Not sure what the point of this even is. Seems like clickbait. Think about it.,1
Mildly annoying post. Stop wasting people's time with nonsense.,1
Great point! I completely agree with what you said here. Wake up.,0
You are pathetic and disgusting. Go crawl back under your rock. Wake up.,2
Ridiculous opinion. You are wrong and everyone here knows it.,1
This is low effort content. Try harder next time.,1
I hope you get everything bad coming to you. Absolute trash human. Just saying.,2
Nobody likes you. You are a toxic cancer on this platform. Wake up.,2
This is a bit exaggerated honestly. Not sure I buy this argument. Full stop.,1
Absolute scum. People like you should not be allowed on the internet. Think about it.,2
You are a disgrace to humanity. Do everyone a favour and disappear.,2
"You are the worst kind of person. Hateful, ignorant, and vile. Wake up.",2
Stop embarrassing yourself publicly. This is cringe-worthy. Think about it.,1
Solid argument. You made your case clearly and respectfully. Think about it.,0
You are a complete idiot and should never be allowed to speak again. Full stop.,2
I despise everything about you. Rot in irrelevance forever.,2
You deserve nothing good in life. Horrible excuse for a person.,2
Quit posting trash like this. Nobody asked for your opinion. Just saying.,1
Very balanced and thoughtful. Thank you for taking the time to write this.,0
Nicely explained. The examples made it very easy to follow.,0
"You are the worst kind of person. Hateful, ignorant, and vile. Think about it.",2
I have never hated someone as much as I hate you right now. Full stop.,2
You are pathetic and disgusting. Go crawl back under your rock. Think about it.,2
You deserve nothing good in life. Horrible excuse for a person. Facts.,2
You are a disgrace to humanity. Do everyone a favour and disappear. Just saying.,2
What a useless article. Absolutely nothing new or helpful here. Period.,1
I learned a lot from this. Looking forward to more content like this. Full stop.,0
Go away you disgusting waste of space. Everyone hates you. Period.,2
Garbage human being. Your existence is a mistake. Just saying.,2
You are the dumbest person alive. Shut your mouth forever. Period.,2
Mildly offensive take. You should probably reconsider your views. Full stop.,1
I am tired of seeing garbage like this on my feed. So irritating. Wake up.,1
This is low effort content. Try harder next time. Facts.,1
Great point! I completely agree with what you said here. Period.,0
This made my day. Such a positive and uplifting message. No debate.,0
I really enjoyed reading this article. Very informative and well written.,0
I hope you get everything bad coming to you. Absolute trash human. Think about it.,2
You are a disgrace to humanity. Do everyone a favour and disappear. Wake up.,2
This is pretty stupid. I expected better from this platform. No debate.,1
You deserve nothing good in life. Horrible excuse for a person.,2
This is a wonderful post. Keep up the good work. No debate.,0
Quit posting trash like this. Nobody asked for your opinion. Period.,1
Garbage human being. Your existence is a mistake. Just saying.,2
This person clearly has no idea what they are talking about. Just saying.,1
Solid argument. You made your case clearly and respectfully. Facts.,0
This is exactly what I was looking for. Thank you so much. Facts.,0
What a useless article. Absolutely nothing new or helpful here. Facts.,1
You are pathetic and disgusting. Go crawl back under your rock. No debate.,2
This is why people lose faith in journalism. Absolute garbage.,1
Absolute scum. People like you should not be allowed on the internet. No debate.,2
This person clearly has no idea what they are talking about. Just saying.,1
Loved the way you broke this down step by step. Honestly.,0
This is a bit exaggerated honestly. Not sure I buy this argument. Full stop.,1
Pathetic attempt at an argument. Not even close to convincing. Wake up.,1
What a waste of my time. Completely pointless article. Just saying.,1
You are pathetic and disgusting. Go crawl back under your rock.,2
Nobody wants you here. Get lost and never come back you moron.,2
Great point! I completely agree with what you said here. Think about it.,0
You are a disgrace to humanity. Do everyone a favour and disappear.,2
Stop breathing our air you useless piece of trash. Think about it.,2
Go away you disgusting waste of space. Everyone hates you. No debate.,2
Go away you disgusting waste of space. Everyone hates you. Facts.,2
You are the dumbest person alive. Shut your mouth forever. Think about it.,2
You are a complete idiot and should never be allowed to speak again. Full stop.,2
Stop spreading misinformation. This is getting out of hand. Facts.,1
You are embarrassing yourself with this take. Think before you post. Period.,1
What a useless article. Absolutely nothing new or helpful here. Just saying.,1
This is low effort content. Try harder next time. Full stop.,1
A very calm and respectful take on a complex issue. Full stop.,0
You are the dumbest person alive. Shut your mouth forever. Think about it.,2
Keep writing like this. The world needs more thoughtful content. No debate.,0
You are an embarrassment. Delete your account and never return. Think about it.,2
You are beyond stupid. The most brainless comment I have ever read. Just saying.,2
Loved the way you broke this down step by step. Full stop.,0
Loved the way you broke this down step by step. Wake up.,0
You are embarrassing yourself with this take. Think before you post. No debate.,1
Mildly offensive take. You should probably reconsider your views. Period.,1
Loved the way you broke this down step by step. No debate.,0
This is exactly what I was looking for. Thank you so much. Wake up.,0
This is exactly what I was looking for. Thank you so much.,0
Constructive and helpful. Really appreciate the clarity here. Honestly.,0
You are a disgrace to humanity. Do everyone a favour and disappear. Think about it.,2
Mildly offensive take. You should probably reconsider your views. No debate.,1
I have never hated someone as much as I hate you right now.,2
I have never hated someone as much as I hate you right now. Honestly.,2
This is low effort content. Try harder next time. No debate.,1
What a useless article. Absolutely nothing new or helpful here. Think about it.,1
This made my day. Such a positive and uplifting message. Facts.,0
Ridiculous opinion. You are wrong and everyone here knows it. Wake up.,1
You are an embarrassment. Delete your account and never return. Honestly.,2
You are beyond stupid. The most brainless comment I have ever read. Full stop.,2
Keep writing like this. The world needs more thoughtful content. Just saying.,0
I have never hated someone as much as I hate you right now. Wake up.,2
I am reporting you. Filth like this does not deserve a voice. Full stop.,2
"You are the worst kind of person. Hateful, ignorant, and vile. Facts.",2
What a useless article. Absolutely nothing new or helpful here. Think about it.,1
I appreciate the effort that went into writing this piece.,0
I am reporting you. Filth like this does not deserve a voice. Facts.,2
Loved the way you broke this down step by step. No debate.,0
Could you share more resources on this topic? I would love to learn more. Full stop.,0
This is pretty stupid. I expected better from this platform. No debate.,1
Quit posting trash like this. Nobody asked for your opinion. Wake up.,1
I really enjoyed reading this article. Very informative and well written. Period.,0
Absolute scum. People like you should not be allowed on the internet.,2
Garbage human being. Your existence is a mistake. Period.,2
This is a wonderful post. Keep up the good work. Just saying.,0
Nobody likes you. You are a toxic cancer on this platform. Full stop.,2
Go away you disgusting waste of space. Everyone hates you. Honestly.,2
What a useless article. Absolutely nothing new or helpful here. Just saying.,1
Not sure what the point of this even is. Seems like clickbait. Period.,1
Nobody wants you here. Get lost and never come back you moron. Honestly.,2
I hope you get everything bad coming to you. Absolute trash human. Think about it.,2
I am tired of seeing garbage like this on my feed. So irritating. Period.,1
Not sure what the point of this even is. Seems like clickbait. Think about it.,1
Mildly offensive take. You should probably reconsider your views. Honestly.,1
You are the dumbest person alive. Shut your mouth forever. Period.,2
A very calm and respectful take on a complex issue. Honestly.,0
You are an embarrassment. Delete your account and never return. Just saying.,2
Nobody wants you here. Get lost and never come back you moron. No debate.,2
What a useless article. Absolutely nothing new or helpful here. Facts.,1
Pathetic attempt at an argument. Not even close to convincing. Honestly.,1
Solid argument. You made your case clearly and respectfully.,0
Pathetic attempt at an argument. Not even close to convincing.,1
This is why people lose faith in journalism. Absolute garbage. Full stop.,1
What a useless article. Absolutely nothing new or helpful here.,1
I really enjoyed reading this article. Very informative and well written. No debate.,0
I have shared this with my friends. Everyone should read this. Period.,0
This is exactly what I was looking for. Thank you so much. Period.,0
You are the dumbest person alive. Shut your mouth forever.,2
Great point! I completely agree with what you said here. Facts.,0
Solid argument. You made your case clearly and respectfully. No debate.,0
I learned a lot from this. Looking forward to more content like this. Think about it.,0
Mildly annoying post. Stop wasting people's time with nonsense. Wake up.,1
Could you share more resources on this topic? I would love to learn more. Just saying.,0
Quit posting trash like this. Nobody asked for your opinion. Facts.,1
Stop embarrassing yourself publicly. This is cringe-worthy. Just saying.,1
Solid argument. You made your case clearly and respectfully. Period.,0
I really enjoyed reading this article. Very informative and well written. Facts.,0
Garbage human being. Your existence is a mistake. Wake up.,2
You make me sick. I hope your account gets banned permanently. Just saying.,2
I have shared this with my friends. Everyone should read this. Just saying.,0
You are a complete idiot and should never be allowed to speak again. Facts.,2
Nobody likes you. You are a toxic cancer on this platform. Just saying.,2
Solid argument. You made your case clearly and respectfully. Full stop.,0
Ridiculous opinion. You are wrong and everyone here knows it.,1
This is a bit exaggerated honestly. Not sure I buy this argument. Think about it.,1
Nobody wants you here. Get lost and never come back you moron.,2
I despise everything about you. Rot in irrelevance forever. Full stop.,2
I appreciate the effort that went into writing this piece. Facts.,0
You are the dumbest person alive. Shut your mouth forever. Period.,2
I have shared this with my friends. Everyone should read this. Honestly.,0
Stop spreading misinformation. This is getting out of hand. Full stop.,1
You are pathetic and disgusting. Go crawl back under your rock. Honestly.,2
Stop spreading misinformation. This is getting out of hand. No debate.,1
Nobody likes you. You are a toxic cancer on this platform. Period.,2
Garbage human being. Your existence is a mistake. No debate.,2
Absolute scum. People like you should not be allowed on the internet. Think about it.,2
Could you share more resources on this topic? I would love to learn more.,0
What a useless article. Absolutely nothing new or helpful here. Just saying.,1
Shut up you brain dead fool. Your opinions are worthless garbage.,2
Well said. This is exactly the kind of discussion we need more of. Full stop.,0
This is pretty stupid. I expected better from this platform. Honestly.,1
I learned a lot from this. Looking forward to more content like this. Full stop.,0
Garbage human being. Your existence is a mistake. Full stop.,2
You are embarrassing yourself with this take. Think before you post.,1
You are an embarrassment. Delete your account and never return. Facts.,2
Well said. This is exactly the kind of discussion we need more of. Honestly.,0
You are pathetic and disgusting. Go crawl back under your rock. Honestly.,2
Nicely explained. The examples made it very easy to follow. Period.,0
This is a wonderful post. Keep up the good work. Wake up.,0
This is exactly what I was looking for. Thank you so much. Just saying.,0
I am tired of seeing garbage like this on my feed. So irritating. Wake up.,1
I have shared this with my friends. Everyone should read this. No debate.,0
Pathetic attempt at an argument. Not even close to convincing. Period.,1
Thanks for sharing this. It helped me understand the topic better. Full stop.,0
This made my day. Such a positive and uplifting message. Just saying.,0
I appreciate the effort that went into writing this piece. No debate.,0
Well said. This is exactly the kind of discussion we need more of. Honestly.,0
You are beyond stupid. The most brainless comment I have ever read.,2
This is low effort content. Try harder next time. Wake up.,1
I have shared this with my friends. Everyone should read this. Facts.,0
This is a wonderful post. Keep up the good work. Honestly.,0
I learned a lot from this. Looking forward to more content like this. Honestly.,0
I have never hated someone as much as I hate you right now. Honestly.,2
Kind of a dumb take if you ask me. Did you even research this? Think about it.,1
Very balanced and thoughtful. Thank you for taking the time to write this. Period.,0
I hope you get everything bad coming to you. Absolute trash human. Wake up.,2
I am tired of seeing garbage like this on my feed. So irritating. Honestly.,1
I learned a lot from this. Looking forward to more content like this. Just saying.,0
I hope you get everything bad coming to you. Absolute trash human.,2
Great point! I completely agree with what you said here. Period.,0
I despise everything about you. Rot in irrelevance forever.,2
Shut up you brain dead fool. Your opinions are worthless garbage. Wake up.,2
You clearly have no clue. Maybe do some research first. Full stop.,1
A very calm and respectful take on a complex issue. Think about it.,0
This is a wonderful post. Keep up the good work. Honestly.,0
Shut up you brain dead fool. Your opinions are worthless garbage. Think about it.,2
I have never hated someone as much as I hate you right now. Facts.,2
I hope you get everything bad coming to you. Absolute trash human. Wake up.,2
Nicely explained. The examples made it very easy to follow. Full stop.,0
I am tired of seeing garbage like this on my feed. So irritating. Wake up.,1
You deserve nothing good in life. Horrible excuse for a person. Wake up.,2
You are embarrassing yourself with this take. Think before you post. Period.,1
You are pathetic and disgusting. Go crawl back under your rock. Honestly.,2
I despise everything about you. Rot in irrelevance forever. No debate.,2
Stop embarrassing yourself publicly. This is cringe-worthy. Honestly.,1
I hope you get everything bad coming to you. Absolute trash human.,2
This person clearly has no idea what they are talking about. Period.,1
You are the dumbest person alive. Shut your mouth forever. No debate.,2
You clearly have no clue. Maybe do some research first. Wake up.,1
This is a wonderful post. Keep up the good work.,0
Absolute scum. People like you should not be allowed on the internet. No debate.,2
This is exactly what I was looking for. Thank you so much. Honestly.,0
What a useless article. Absolutely nothing new or helpful here. Think about it.,1
Great point! I completely agree with what you said here.,0
"You are the worst kind of person. Hateful, ignorant, and vile. Honestly.",2
Keep writing like this. The world needs more thoughtful content. Wake up.,0
This is a wonderful post. Keep up the good work. Think about it.,0
Nicely explained. The examples made it very easy to follow. Period.,0
Stop embarrassing yourself publicly. This is cringe-worthy.,1
Well said. This is exactly the kind of discussion we need more of. Honestly.,0
Very balanced and thoughtful. Thank you for taking the time to write this. No debate.,0
This made my day. Such a positive and uplifting message. Just saying.,0
You are a disgrace to humanity. Do everyone a favour and disappear. Think about it.,2
I am reporting you. Filth like this does not deserve a voice. Period.,2
Pathetic attempt at an argument. Not even close to convincing. Just saying.,1
I really enjoyed reading this article. Very informative and well written. Just saying.,0
Nobody wants you here. Get lost and never come back you moron. Period.,2
What a waste of my time. Completely pointless article. Facts.,1
I appreciate the effort that went into writing this piece. Full stop.,0
This is a bit exaggerated honestly. Not sure I buy this argument. Just saying.,1
Mildly annoying post. Stop wasting people's time with nonsense. Just saying.,1
You are the dumbest person alive. Shut your mouth forever. Wake up.,2
I am reporting you. Filth like this does not deserve a voice. Facts.,2
This is exactly what I was looking for. Thank you so much. Full stop.,0
Solid argument. You made your case clearly and respectfully.,0
Quit posting trash like this. Nobody asked for your opinion. Wake up.,1
Pathetic attempt at an argument. Not even close to convincing. No debate.,1
Loved the way you broke this down step by step. Period.,0
Garbage human being. Your existence is a mistake. Honestly.,2
Not sure what the point of this even is. Seems like clickbait.,1
Great point! I completely agree with what you said here. Full stop.,0
You are beyond stupid. The most brainless comment I have ever read. Just saying.,2
Shut up you brain dead fool. Your opinions are worthless garbage. Full stop.,2
Nobody likes you. You are a toxic cancer on this platform. Period.,2
Keep writing like this. The world needs more thoughtful content. Think about it.,0
This is pretty stupid. I expected better from this platform. Wake up.,1
Great point! I completely agree with what you said here. Wake up.,0
Stop spreading misinformation. This is getting out of hand. Full stop.,1
You are pathetic and disgusting. Go crawl back under your rock. Period.,2
Great point! I completely agree with what you said here. Wake up.,0
"You are the worst kind of person. Hateful, ignorant, and vile. Honestly.",2
I really enjoyed reading this article. Very informative and well written. Just saying.,0
Keep writing like this. The world needs more thoughtful content. Just saying.,0
Could you share more resources on this topic? I would love to learn more. Full stop.,0
I have never hated someone as much as I hate you right now. No debate.,2
Pathetic attempt at an argument. Not even close to convincing. No debate.,1
You are an embarrassment. Delete your account and never return. Just saying.,2
Ridiculous opinion. You are wrong and everyone here knows it.,1
Garbage human being. Your existence is a mistake. Just saying.,2
You make me sick. I hope your account gets banned permanently. Period.,2
I despise everything about you. Rot in irrelevance forever.,2
Keep writing like this. The world needs more thoughtful content.,0
I despise everything about you. Rot in irrelevance forever.,2
This is a bit exaggerated honestly. Not sure I buy this argument. Think about it.,1
